Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
NE,Hex,5,2,% shift to the right,,,,Walter Mondale,J,,Right,0,ü,28.8,2.8,21015,,13,WALTER MONDALE,Ronald Reagan,40.6%,187866,37577185,4.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",39.5,R,65.5,1,40,41.8,70.6,5.100000000,40117,5,525,RONALD REAGAN, ,58.8%,460054,54455075,Midwest,4,2.3,-0.5,4,Nebraska,,,Nebraska,R,652090,92652842,70.6,R,1984
MO,Hex,11,13,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,40.0,-4.3,-82599,,13,WALTER MONDALE,Ronald Reagan,40.6%,848583,37577185,5.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",6.900000000,R,51.2,1,20,20,60.0,8.8,200007,11,525,RONALD REAGAN, ,58.8%,1274188,54455075,Midwest,4,13.1,-0.5,5,Missouri,,,Missouri,R,2122783,92652842,60,R,1984
KS,Hex,7,9,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,32.6,-0.700000000,6999,,13,WALTER MONDALE,Ronald Reagan,40.6%,333149,37577185,5,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",24.6,R,57.9,1,30,33.7,66.3,8.4,110484,7,525,RONALD REAGAN, ,58.8%,677296,54455075,Midwest,5,9.1,-0.5,4,Kansas,,,Kansas,R,1021991,92652842,66.3,R,1984
RI,Hex,4,14,% shift to the right,,,,Walter Mondale,F,,Right,0,ü,48.0,0.300000000,-1236,,13,WALTER MONDALE,Ronald Reagan,40.6%,197106,37577185,11.5,2,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",-10.5,D,-47.7,1,0,3.7,51.7,14.5,57287,4,525,RONALD REAGAN, ,58.8%,212080,54455075,Northeast,2,14.2,-0.5,10,Rhode Island,,,Rhode Island,R,410492,92652842,51.7,R,1984
ME,Hex,4,19,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,38.8,-3.5,-6459,,13,WALTER MONDALE,Ronald Reagan,40.6%,214515,37577185,11.5,0,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",3.3,R,45.6,1,20,22,60.8,15.2,97978,4,525,RONALD REAGAN, ,58.8%,336500,54455075,Northeast,0,18.7,-0.5,11,Maine,,,Maine,R,553144,92652842,60.8,R,1984
VT,Hex,3,11,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,40.8,2.4,13778,,13,WALTER MONDALE,Ronald Reagan,40.6%,95730,37577185,10,1,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",6,R,44.4,1,15,17.1,57.9,13.5,41237,3,525,RONALD REAGAN, ,58.8%,135865,54455075,Northeast,1,11.1,-0.5,10,Vermont,,,Vermont,R,234561,92652842,57.9,R,1984
NH,Hex,4,8,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,30.9,2.5,11531,,13,WALTER MONDALE,Ronald Reagan,40.6%,120395,37577185,11,1,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",29.3,R,57.7,1,35,37.7,68.6,10.9,45346,4,525,RONALD REAGAN, ,58.8%,267051,54455075,Northeast,1,8.4,-0.5,11,New Hampshire,,,New Hampshire,R,389066,92652842,68.6,R,1984
NY,Hex,36,5,% shift to the right,,,,Walter Mondale,F,,Right,0,ü,45.8,1.8,391237,,13,WALTER MONDALE,Ronald Reagan,40.6%,3119609,37577185,9.5,2,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",2.7,R,46.7,1,5,8,53.8,7.100000000,770932,36,525,RONALD REAGAN, ,58.8%,3664763,54455075,Northeast,2,5.3,-0.5,9,New York,,,New York,R,6806810,92652842,53.8,R,1984
MA,Hex,13,3,% shift to the right,,,,Walter Mondale,F,,Right,0,ü,48.4,6.7,185804,,13,WALTER MONDALE,Ronald Reagan,40.6%,1239606,37577185,10.5,2,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",0.200000000,R,41.9,1,0,2.8,51.2,9.3,253305,13,525,RONALD REAGAN, ,58.8%,1310936,54455075,Northeast,2,2.6,-0.5,11,Massachusetts,,,Massachusetts,R,2559453,92652842,51.2,R,1984
PA,Hex,25,0,% shift to the right,,,,Walter Mondale,F,,Right,0,ü,46.0,3.5,290591,,13,WALTER MONDALE,Ronald Reagan,40.6%,2228131,37577185,9,3,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",7.1,R,49.6,1,5,7.3,53.3,3.7,322451,25,525,RONALD REAGAN, ,58.8%,2584323,54455075,Northeast,3,0.2,-0.5,8,Pennsylvania,,,Pennsylvania,R,4844903,92652842,53.3,R,1984
NJ,Hex,16,8,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,39.2,0.600000000,113959,,13,WALTER MONDALE,Ronald Reagan,40.6%,1261323,37577185,10,3,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",13.4,R,52,1,20,20.9,60.1,8.1,387073,16,525,RONALD REAGAN, ,58.8%,1933630,54455075,Northeast,3,7.5,-0.5,9,New Jersey,,,New Jersey,R,3217862,92652842,60.1,R,1984
CT,Hex,8,12,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,38.8,0.300000000,27865,,13,WALTER MONDALE,Ronald Reagan,40.6%,569597,37577185,11,3,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",9.7,R,48.2,1,20,21.9,60.7,12.5,213667,8,525,RONALD REAGAN, ,58.8%,890877,54455075,Northeast,3,12.2,-0.5,10,Connecticut,,,Connecticut,R,1466900,92652842,60.7,R,1984
DE,Hex,3,18,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,39.9,-4.9,-4098,,13,WALTER MONDALE,Ronald Reagan,40.6%,101656,37577185,9.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",2.400000000,R,47.2,1,15,19.9,59.8,12.6,40938,3,525,RONALD REAGAN, ,58.8%,152190,54455075,Northeast,5,17.5,-0.5,9,Delaware,,,Delaware,R,254572,92652842,59.8,R,1984
WV,Hex,6,15,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,44.6,-5.2,-39337,,13,WALTER MONDALE,Ronald Reagan,40.6%,328125,37577185,7.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",-4.5,D,-49.8,1,10,10.5,55.1,9.8,71277,6,525,RONALD REAGAN, ,58.8%,405483,54455075,South,4,15.0,-0.5,7,West Virginia,,,West Virginia,R,735742,92652842,55.1,R,1984
MD,Hex,10,8,% shift to the right,,,,Walter Mondale,F,,Right,0,ü,47.0,-0.100000000,61774,,13,WALTER MONDALE,Ronald Reagan,40.6%,787935,37577185,8.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",-2.9,D,-47.1,1,5,5.5,52.5,8.3,199312,10,525,RONALD REAGAN, ,58.8%,879918,54455075,South,4,8.4,-0.5,9,Maryland,,,Maryland,R,1675873,92652842,52.5,R,1984
GA,Hex,12,35,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,39.8,-16,-184105,,13,WALTER MONDALE,Ronald Reagan,40.6%,706628,37577185,8,7,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",-14.8,D,-55.8,1,20,20.4,60.2,19.2,414554,12,525,RONALD REAGAN, ,58.8%,1068722,54455075,South,6,35.2,-0.5,8,Georgia,,,Georgia,R,1776120,92652842,60.2,R,1984
KY,Hex,9,19,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,39.4,-8.2,-76878,,13,WALTER MONDALE,Ronald Reagan,40.6%,539539,37577185,6.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",1.5,R,49.1,1,20,20.6,60.0,10.9,186428,9,525,RONALD REAGAN, ,58.8%,821702,54455075,South,4,19.1,-0.5,6,Kentucky,,,Kentucky,R,1369345,92652842,60,R,1984
