Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
NJ,Hex,15,9,% shift to the right,,,,John Kerry,A,,Right,0,ü,52.9,-3.2,122580,15,251,JOHN KERRY,George W. Bush,48.3%,1911430,59028444,10,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-15.8,D,-56.1,1,-10,-6.7,46.2,5.900000000,385830,,286,GEORGE W. BUSH, ,50.7%,1670003,62040610,Northeast,3,9.1,-0.5,9,,New Jersey,,New Jersey,D,3611691,122295345,-52.9,R,2004
CT,Hex,7,7,% shift to the right,,,,John Kerry,B,,Right,0,ü,54.3,-1.6,41473,7,251,JOHN KERRY,George W. Bush,48.3%,857488,59028444,11,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-17.5,D,-55.9,1,-15,-10.4,43.9,5.5,132732,,286,GEORGE W. BUSH, ,50.7%,693826,62040610,Northeast,3,7.1,-0.5,10,,Connecticut,,Connecticut,D,1578769,122295345,-54.3,R,2004
DC,Hex,3,4,% shift to the left,,,,John Kerry,E,,Left,0,ü,89.2,4,31047,3,251,JOHN KERRY,George W. Bush,48.3%,202970,59028444,12,5,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-76.2,D,-85.2,1,-80,-79.9,9.3,0.300000000,3183,,286,GEORGE W. BUSH, ,50.7%,21256,62040610,Northeast,4,-3.7,0.5,10,,Dist. of Col.,,Dist. of Col.,D,227586,122295345,-89.2,R,2004
DE,Hex,3,6,% shift to the right,,,,John Kerry,A,,Right,0,ü,53.3,-1.7,20084,3,251,JOHN KERRY,George W. Bush,48.3%,200152,59028444,9.5,4,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-13.1,D,-55,1,-10,-7.5,45.8,3.9,34372,,286,GEORGE W. BUSH, ,50.7%,171660,62040610,Northeast,5,5.6,-0.5,9,,Delaware,,Delaware,D,375190,122295345,-53.3,R,2004
NH,Hex,4,3,% shift to the left,,,,John Kerry,A,,Left,0,ü,50.2,3.400000000,74163,4,251,JOHN KERRY,George W. Bush,48.3%,340511,59028444,11,1,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",1.3,R,48.1,1,-5,-1.3,48.9,0.800000000,57678,,286,GEORGE W. BUSH, ,50.7%,331237,62040610,Northeast,1,-2.6,0.5,11,,New Hampshire,,New Hampshire,D,677738,122295345,-50.2,R,2004
MD,Hex,10,3,% shift to the right,,,,John Kerry,B,,Right,0,ü,55.9,-0.600000000,193711,10,251,JOHN KERRY,George W. Bush,48.3%,1334493,59028444,8.5,4,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-16.2,D,-56.5,1,-15,-13,42.9,2.6,210906,,286,GEORGE W. BUSH, ,50.7%,1024703,62040610,South,4,3.2,-0.5,9,,Maryland,,Maryland,D,2386678,122295345,-55.9,R,2004
WA,Hex,11,2,% shift to the left,,,,John Kerry,A,,Left,0,ü,52.8,2.600000000,262549,11,251,JOHN KERRY,George W. Bush,48.3%,1510201,59028444,1.5,2,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-5.6,D,-50.2,1,-10,-7.2,45.6,1,196030,,286,GEORGE W. BUSH, ,50.7%,1304894,62040610,West,2,-1.6,0.5,1,,Washington,,Washington,D,2859084,122295345,-52.8,R,2004
OR,Hex,7,4,% shift to the left,,,,John Kerry,A,,Left,0,ü,51.3,4.3,222821,7,251,JOHN KERRY,George W. Bush,48.3%,943163,59028444,1.5,4,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-0.5,D,-47,1,-5,-4.100000000,47.2,0.700000000,153254,,286,GEORGE W. BUSH, ,50.7%,866831,62040610,West,3,-3.6,0.5,1,,Oregon,,Oregon,D,1836782,122295345,-51.3,R,2004
CA,Hex,55,2,% shift to the right,,,,John Kerry,A,,Right,0,ü,54.3,0.900000000,884282,55,251,JOHN KERRY,George W. Bush,48.3%,6745485,59028444,2,5,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-11.7,D,-53.4,1,-10,-9.9,44.4,2.7,942397,,286,GEORGE W. BUSH, ,50.7%,5509826,62040610,West,4,1.8,-0.5,1,,California,,California,D,12421852,122295345,-54.3,R,2004
HI,Hex,4,10,% shift to the right,,,,John Kerry,A,,Right,0,ü,54.0,-1.8,26422,4,251,JOHN KERRY,George W. Bush,48.3%,231708,59028444,-0.5,5,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-18.3,D,-55.8,1,-10,-8.7,45.3,7.8,56346,,286,GEORGE W. BUSH, ,50.7%,194191,62040610,West,7,9.6,-0.5,1,,Hawaii,,Hawaii,D,429013,122295345,-54,R,2004
IA,Hex,7,1,% shift to the right,,,,John Kerry,F,,Right,0,ü,49.2,0.700000000,103381,,251,JOHN KERRY,George W. Bush,48.3%,741898,59028444,5,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",-0.300000000,D,-48.5,1,0,0.700000000,49.9,1.7,117584,7,286,GEORGE W. BUSH, ,50.7%,751957,62040610,Midwest,3,1.0,-0.5,5,Iowa,,,Iowa,R,1506908,122295345,49.9,R,2004
ND,Hex,3,0,% shift to the left,,,,John Kerry,H,,Left,0,ü,35.5,2.4,15768,,251,JOHN KERRY,George W. Bush,48.3%,111052,59028444,3.5,2,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",27.6,R,60.7,1,25,27.4,62.9,2.2,21799,3,286,GEORGE W. BUSH, ,50.7%,196651,62040610,Midwest,2,-0.2,0.5,4,North Dakota,,,North Dakota,R,312833,122295345,62.9,R,2004
SD,Hex,3,1,% shift to the left,,,,John Kerry,H,,Left,0,ü,38.4,0.800000000,30440,,251,JOHN KERRY,George W. Bush,48.3%,149244,59028444,4,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",22.7,R,60.3,1,20,21.5,59.9,-0.400000000,41884,3,286,GEORGE W. BUSH, ,50.7%,232584,62040610,Midwest,3,-1.2,0.5,4,South Dakota,,,South Dakota,R,388215,122295345,59.9,R,2004
IN,Hex,11,5,% shift to the right,,,,John Kerry,H,,Right,0,ü,39.3,-1.7,67031,,251,JOHN KERRY,George W. Bush,48.3%,969011,59028444,7,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",15.6,R,56.6,1,20,20.6,59.9,3.3,233602,11,286,GEORGE W. BUSH, ,50.7%,1479438,62040610,Midwest,3,5.0,-0.5,6,Indiana,,,Indiana,R,2468002,122295345,59.9,R,2004
OH,Hex,20,2,% shift to the left,,,,John Kerry,F,,Left,0,ü,48.7,2.3,557539,,251,JOHN KERRY,George W. Bush,48.3%,2741167,59028444,8,3,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",3.6,R,50,1,0,2.100000000,50.8,0.800000000,509405,20,286,GEORGE W. BUSH, ,50.7%,2859768,62040610,Midwest,3,-1.5,0.5,7,Ohio,,,Ohio,R,5627908,122295345,50.8,R,2004
NE,Hex,5,4,% shift to the right,,,,John Kerry,I,,Right,0,ü,32.7,-0.600000000,22548,,251,JOHN KERRY,George W. Bush,48.3%,254328,59028444,4.5,4,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",28.9,R,62.2,1,30,33.2,65.9,3.7,78952,5,286,GEORGE W. BUSH, ,50.7%,512814,62040610,Midwest,4,4.3,-0.5,4,Nebraska,,,Nebraska,R,778186,122295345,65.9,R,2004
MO,Hex,11,4,% shift to the right,,,,John Kerry,F,,Right,0,ü,46.1,-1,148033,,251,JOHN KERRY,George W. Bush,48.3%,1259171,59028444,5.5,4,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",3.3,R,50.4,1,5,7.2,53.3,2.9,265789,11,286,GEORGE W. BUSH, ,50.7%,1455713,62040610,Midwest,4,3.9,-0.5,5,Missouri,,,Missouri,R,2731364,122295345,53.3,R,2004
KS,Hex,6,5,% shift to the right,,,,John Kerry,H,,Right,0,ü,36.6,-0.600000000,35717,,251,JOHN KERRY,George W. Bush,48.3%,434993,59028444,5,5,,,,,,,,,,,,,"As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.",20.8,R,58,1,25,25.4,62.0,4,114124,6,286,GEORGE W. BUSH, ,50.7%,736456,62040610,Midwest,5,4.6,-0.5,4,Kansas,,,Kansas,R,1187756,122295345,62,R,2004
