Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
HI,Hex,4,21,% shift to the left,,,,Michael S. Dukakis,A,,Left,0,ü,54.3,10.5,45210,4,111,MICHAEL S. DUKAKIS,George Bush,45.6%,192364,41809074,-0.5,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",11.3,R,55.1,1,-10,-9.5,44.8,-10.3,-26425,,426,GEORGE BUSH, ,53.4%,158625,48886097,West,7,-20.8,0.5,1,,Hawaii,,Hawaii,D,354461,91594809,-54.3,R,1988
ND,Hex,3,18,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,43.0,9.2,23310,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,127739,41809074,3.5,2,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",31,R,64.8,1,10,13,56.0,-8.8,-33777,3,426,GEORGE BUSH, ,53.4%,166559,48886097,Midwest,2,-18.0,0.5,4,North Dakota,,,North Dakota,R,297261,91594809,56,R,1988
MI,Hex,20,11,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,45.7,5.5,146145,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,1675783,41809074,7.5,2,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",19,R,59.2,1,5,7.9,53.6,-5.6,-286085,20,426,GEORGE BUSH, ,53.4%,1965486,48886097,Midwest,2,-11.1,0.5,8,Michigan,,,Michigan,R,3669163,91594809,53.6,R,1988
IL,Hex,24,11,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,48.6,5.3,129441,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,2215940,41809074,6,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",12.9,R,56.2,1,0,2.1,50.7,-5.5,-396164,24,426,GEORGE BUSH, ,53.4%,2310939,48886097,Midwest,2,-10.8,0.5,6,Illinois,,,Illinois,R,4559120,91594809,50.7,R,1988
SD,Hex,3,20,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,46.5,10,29447,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,145560,41809074,4,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",26.5,R,63,1,5,6.3,52.8,-10.2,-34852,3,426,GEORGE BUSH, ,53.4%,165415,48886097,Midwest,3,-20.2,0.5,4,South Dakota,,,South Dakota,R,312991,91594809,52.8,R,1988
IN,Hex,12,4,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,39.7,2,19162,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,860643,41809074,7,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",24,R,61.7,1,20,20.1,59.8,-1.900000000,-79467,12,426,GEORGE BUSH, ,53.4%,1297763,48886097,Midwest,3,-3.9,0.5,6,Indiana,,,Indiana,R,2168621,91594809,59.8,R,1988
OH,Hex,23,8,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,44.1,4,114189,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,1939629,41809074,8,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",18.8,R,58.9,1,10,10.9,55.0,-3.9,-262011,23,426,GEORGE BUSH, ,53.4%,2416549,48886097,Midwest,3,-7.9,0.5,7,Ohio,,,Ohio,R,4393699,91594809,55,R,1988
NE,Hex,5,21,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,39.2,10.4,71369,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,259235,41809074,4.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",41.8,R,70.6,1,20,21,60.2,-10.4,-62098,5,426,GEORGE BUSH, ,53.4%,397956,48886097,Midwest,4,-20.8,0.5,4,Nebraska,,,Nebraska,R,661465,91594809,60.2,R,1988
MO,Hex,11,16,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,47.8,7.8,153036,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,1001619,41809074,5.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",20,R,60,1,0,4,51.8,-8.2,-189235,11,426,GEORGE BUSH, ,53.4%,1084953,48886097,Midwest,4,-16.0,0.5,5,Missouri,,,Missouri,R,2093713,91594809,51.8,R,1988
KS,Hex,7,21,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,42.6,10,89487,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,422636,41809074,5,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",33.7,R,66.3,1,10,13.2,55.8,-10.5,-123247,7,426,GEORGE BUSH, ,53.4%,554049,48886097,Midwest,5,-20.5,0.5,4,Kansas,,,Kansas,R,993044,91594809,55.8,R,1988
ME,Hex,4,11,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,43.9,5.1,29054,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,243569,41809074,11.5,0,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",22,R,60.8,1,10,11.4,55.3,-5.5,-29369,4,426,GEORGE BUSH, ,53.4%,307131,48886097,Northeast,0,-10.6,0.5,11,Maine,,,Maine,R,555035,91594809,55.3,R,1988
VT,Hex,3,14,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,47.6,6.8,20045,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,115775,41809074,10,1,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",17.1,R,57.9,1,0,3.5,51.1,-6.8,-11534,3,426,GEORGE BUSH, ,53.4%,124331,48886097,Northeast,1,-13.6,0.5,10,Vermont,,,Vermont,R,243328,91594809,51.1,R,1988
NH,Hex,4,12,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,36.3,5.4,43301,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,163696,41809074,11,1,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",37.7,R,68.6,1,25,26.1,62.4,-6.2,14486,4,426,GEORGE BUSH, ,53.4%,281537,48886097,Northeast,1,-11.6,0.5,11,New Hampshire,,,New Hampshire,R,451074,91594809,62.4,R,1988
PA,Hex,25,5,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,48.4,2.4,-33187,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,2194944,41809074,9,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",7.3,R,53.3,1,0,2.3,50.7,-2.600000000,-284236,25,426,GEORGE BUSH, ,53.4%,2300087,48886097,Northeast,3,-5.0,0.5,8,Pennsylvania,,,Pennsylvania,R,4536251,91594809,50.7,R,1988
NJ,Hex,16,7,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,42.6,3.4,59029,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,1320352,41809074,10,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",20.9,R,60.1,1,10,13.6,56.2,-3.9,-190438,16,426,GEORGE BUSH, ,53.4%,1743192,48886097,Northeast,3,-7.3,0.5,9,New Jersey,,,New Jersey,R,3099553,91594809,56.2,R,1988
CT,Hex,8,17,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,46.9,8.1,106987,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,676584,41809074,11,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",21.9,R,60.7,1,5,5.1,52.0,-8.7,-140636,8,426,GEORGE BUSH, ,53.4%,750241,48886097,Northeast,3,-16.8,0.5,10,Connecticut,,,Connecticut,R,1443394,91594809,52,R,1988
