Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
WI,Hex,12,27,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,38.7,-12,-25135,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,622175,27314992,5.5,2,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-4.400000000,D,-50.7,1,20,22.3,61.0,14.7,388785,12,442,DWIGHT D. EISENHOWER, ,54.9%,979744,33777945,Midwest,2,26.7,-0.5,7,Wisconsin,,,Wisconsin,R,1607370,61550918,61,R,1952
IL,Hex,27,11,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,44.9,-5.2,19205,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,2013920,27314992,6,3,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-0.900000000,D,-50.1,1,5,9.9,54.8,5.600000000,496224,27,442,DWIGHT D. EISENHOWER, ,54.9%,2457327,33777945,Midwest,2,10.8,-0.5,6,Illinois,,,Illinois,R,4481058,61550918,54.8,R,1952
IA,Hex,10,31,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,35.6,-14.7,-70867,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,451513,27314992,5,3,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-2.7,D,-50.3,1,25,28.2,63.8,16.2,314888,10,442,DWIGHT D. EISENHOWER, ,54.9%,808906,33777945,Midwest,3,30.9,-0.5,5,Iowa,,,Iowa,R,1268773,61550918,63.8,R,1952
OH,Hex,25,14,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,43.2,-6.3,147576,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,1600367,27314992,8,3,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-0.300000000,D,-49.5,1,10,13.6,56.8,7.600000000,654707,25,442,DWIGHT D. EISENHOWER, ,54.9%,2100391,33777945,Midwest,3,13.9,-0.5,7,Ohio,,,Ohio,R,3700758,61550918,56.8,R,1952
MO,Hex,13,18,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,49.1,-9,12515,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,929830,27314992,5.5,4,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-16.6,D,-58.1,1,0,1.6,50.7,9.2,304390,13,442,DWIGHT D. EISENHOWER, ,54.9%,959429,33777945,Midwest,4,18.2,-0.5,5,Missouri,,,Missouri,R,1892062,61550918,50.7,R,1952
ND,Hex,4,34,% shift to the right,,,,Adlai E. Stevenson,J,,Right,0,ü,28.4,-15,-19118,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,76694,27314992,3.5,2,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",8.8,R,52.2,1,40,42.6,71.0,18.8,76573,4,442,DWIGHT D. EISENHOWER, ,54.9%,191712,33777945,Midwest,2,33.8,-0.5,4,North Dakota,,,North Dakota,R,270127,61550918,71,R,1952
MI,Hex,20,10,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,44.0,-3.6,227209,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,1230657,27314992,7.5,2,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",1.6,R,49.2,1,10,11.4,55.4,6.2,512934,20,442,DWIGHT D. EISENHOWER, ,54.9%,1551529,33777945,Midwest,2,9.8,-0.5,8,Michigan,,,Michigan,R,2798592,61550918,55.4,R,1952
SD,Hex,4,34,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,30.7,-16.3,-27227,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,90426,27314992,4,3,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",4.8,R,51.8,1,35,38.6,69.3,17.5,74206,4,442,DWIGHT D. EISENHOWER, ,54.9%,203857,33777945,Midwest,3,33.8,-0.5,4,South Dakota,,,South Dakota,R,294283,61550918,69.3,R,1952
IN,Hex,13,16,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,41.0,-7.8,-6301,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,801530,27314992,7,3,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",0.800000000,R,49.6,1,15,17.1,58.1,8.5,315180,13,442,DWIGHT D. EISENHOWER, ,54.9%,1136259,33777945,Midwest,3,16.3,-0.5,6,Indiana,,,Indiana,R,1955049,61550918,58.1,R,1952
NE,Hex,6,30,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,30.8,-15,-36108,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,188057,27314992,4.5,4,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",8.400000000,R,54.2,1,35,38.4,69.2,15,156829,6,442,DWIGHT D. EISENHOWER, ,54.9%,421603,33777945,Midwest,4,30.0,-0.5,4,Nebraska,,,Nebraska,R,609660,61550918,69.2,R,1952
KS,Hex,8,29,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,30.5,-14.1,-78606,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,273296,27314992,5,5,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",9,R,53.6,1,35,38.3,68.8,15.2,193263,8,442,DWIGHT D. EISENHOWER, ,54.9%,616302,33777945,Midwest,5,29.3,-0.5,4,Kansas,,,Kansas,R,896166,61550918,68.8,R,1952
RI,Hex,4,18,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,49.0,-8.6,14557,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,203293,27314992,11.5,2,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-16.2,D,-57.6,1,0,1.9,50.9,9.5,75148,4,442,DWIGHT D. EISENHOWER, ,54.9%,210935,33777945,Northeast,2,18.1,-0.5,10,Rhode Island,,,Rhode Island,R,414498,61550918,50.9,R,1952
MA,Hex,16,20,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,45.5,-9.2,-68263,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,1083525,27314992,10.5,2,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",-11.5,D,-54.7,1,5,8.7,54.2,11,382955,16,442,DWIGHT D. EISENHOWER, ,54.9%,1292325,33777945,Northeast,2,20.2,-0.5,11,Massachusetts,,,Massachusetts,R,2383398,61550918,54.2,R,1952
ME,Hex,5,18,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,33.8,-8.5,6890,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,118806,27314992,11.5,0,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",14.4,R,56.7,1,30,32.2,66.0,9.3,82119,5,442,DWIGHT D. EISENHOWER, ,54.9%,232353,33777945,Northeast,0,17.8,-0.5,11,Maine,,,Maine,R,351786,61550918,66,R,1952
VT,Hex,3,19,% shift to the right,,,,Adlai E. Stevenson,J,,Right,0,ü,28.2,-8.7,-2202,,89,ADLAI E. STEVENSON,Dwight D. Eisenhower,44.4%,43355,27314992,10,1,,,,,,,,,,,,,"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House.",24.6,R,61.5,1,40,43.3,71.5,10,33791,3,442,DWIGHT D. EISENHOWER, ,54.9%,109717,33777945,Northeast,1,18.7,-0.5,10,Vermont,,,Vermont,R,153557,61550918,71.5,R,1952
