Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
VA,Hex,11,18,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,A,    ,Right,0,,47.9,-14.5,-41490,11,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,200786,24108417,8,5,10.4,,39,● ,),%), (,STROM THURMOND,2.4%,43393,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-25,D,-62.4,1,-10,-6.9,41.0,3.6,26827,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,172070,21970064,South,4,18.1,-0.5,8,,Virginia,,Virginia,D,419256,48691494,-47.9,D,1948
AR,Hex,9,1,% shift to the left,Strom Thurmond:	,,ü,Harry S Truman,E,    ,Left,0,,61.7,-8.3,694,9,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,149659,24108417,6,5,16.5,,39,● ,),%), (,STROM THURMOND,2.4%,40068,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-40.2,D,-70,1,-45,-40.7,21.0,-8.8,-12592,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,50959,21970064,South,5,-0.5,0.5,5,,Arkansas,,Arkansas,D,242475,48691494,-61.7,D,1948
NC,Hex,14,8,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,C,    ,Right,0,,58.0,-8.7,-68329,14,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,459070,24108417,9,5,8.8,,39,● ,),%), (,STROM THURMOND,2.4%,69652,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-33.4,D,-66.7,1,-30,-25.3,32.7,-0.600000000,-4583,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,258572,21970064,South,5,8.1,-0.5,7,,North Carolina,,North Carolina,D,791209,48691494,-58,D,1948
TN,Hex,11,9,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,B,    ,Right,0,,49.1,-11.3,-38305,11,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,270402,24108417,7,5,13.4,1,39,● ,),%), (,STROM THURMOND,2.4%,73815,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-21.2,D,-60.4,1,-15,-12.2,36.9,-2.3,2603,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,202914,21970064,South,5,9.0,-0.5,6,,Tennessee,,Tennessee,D,550283,48691494,-49.1,D,1948
OK,Hex,10,14,% shift to the left,,,ü,Harry S Truman,C,    ,Left,0,,62.7,7.1,51233,10,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,452782,24108417,4.5,6,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-11.4,D,-55.6,1,-30,-25.4,37.3,-6.900000000,-50607,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,268817,21970064,South,6,-14.0,0.5,4,,Oklahoma,,Oklahoma,D,721599,48691494,-62.7,D,1948
GA,Hex,12,22,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,E,    ,Right,0,,60.8,-20.9,-13541,12,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,254646,24108417,8,7,20.3,,39,● ,),%), (,STROM THURMOND,2.4%,85135,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-64.5,D,-81.7,1,-45,-42.5,18.3,1.1,20185,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,76691,21970064,South,6,22.0,-0.5,8,,Georgia,,Georgia,D,418844,48691494,-60.8,D,1948
TX,Hex,23,14,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,E,    ,Right,0,,65.4,-6,-70905,23,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,750700,24108417,4,7,9.3,,39,● ,),%), (,STROM THURMOND,2.4%,106909,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-54.8,D,-71.4,1,-45,-40.8,24.6,8,90817,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,282240,21970064,South,7,14.0,-0.5,4,,Texas,,Texas,D,1147245,48691494,-65.4,D,1948
FL,Hex,8,25,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,B,    ,Right,0,,48.8,-21.5,-57389,8,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,281988,24108417,8.5,8,15.5,,39,● ,),%), (,STROM THURMOND,2.4%,89755,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-40.6,D,-70.3,1,-20,-15.2,33.6,3.9,51065,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,194280,21970064,South,7,25.4,-0.5,9,,Florida,,Florida,D,577643,48691494,-48.8,D,1948
WA,Hex,8,5,% shift to the right,,,ü,Harry S Truman,A,    ,Right,0,,52.6,-4.2,-10609,8,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,476165,24108417,1.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-14.6,D,-56.8,1,-10,-9.9,42.7,0.5,24625,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,386314,21970064,West,2,4.7,-0.5,1,,Washington,,Washington,D,905058,48691494,-52.6,D,1948
MT,Hex,4,1,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,53.1,-1.2,6515,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,119071,24108417,2.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-9.4,D,-54.3,1,-10,-10,43.1,-1.8,3607,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,96770,21970064,West,2,-0.6,0.5,3,,Montana,,Montana,D,224278,48691494,-53.1,D,1948
ID,Hex,4,1,% shift to the right,,,ü,Harry S Truman,A,    ,Right,0,,50.0,-1.6,-29,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,107370,24108417,2,3,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-3.5,D,-51.6,1,-5,-2.7,47.3,-0.800000000,1377,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,101514,21970064,West,2,0.8,-0.5,2,,Idaho,,Idaho,D,214816,48691494,-50,D,1948
NV,Hex,3,6,% shift to the right,,,ü,Harry S Truman,A,    ,Right,0,,50.4,-4.2,1668,3,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,31291,24108417,2.5,4,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-9.2,D,-54.6,1,-5,-3.1,47.3,1.9,4746,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,29357,21970064,West,3,6.1,-0.5,2,,Nevada,,Nevada,D,62117,48691494,-50.4,D,1948
CA,Hex,25,13,% shift to the right,Strom Thurmond:	,,ü,Harry S Truman,A,    ,Right,0,,47.6,-8.9,-75430,25,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,1913134,24108417,2,5,,,39,● ,),%), (,STROM THURMOND,2.4%,1228,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-13.5,D,-56.5,1,-5,-0.5,47.1,4.1,382304,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,1895269,21970064,West,4,13.0,-0.5,1,,California,,California,D,4021538,48691494,-47.6,D,1948
UT,Hex,4,12,% shift to the right,,,ü,Harry S Truman,A,    ,Right,0,,54.0,-6.4,-937,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,149151,24108417,4,5,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-21,D,-60.4,1,-10,-9,45.0,5.6,26511,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,124402,21970064,West,4,12.0,-0.5,2,,Utah,,Utah,D,276306,48691494,-54,D,1948
AZ,Hex,4,8,% shift to the right,,,ü,Harry S Truman,B,    ,Right,0,,53.8,-5,14325,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,95251,24108417,3,5,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-17.9,D,-58.8,1,-10,-10,43.8,2.9,21310,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,77597,21970064,West,5,7.9,-0.5,2,,Arizona,,Arizona,D,177065,48691494,-53.8,D,1948
NM,Hex,4,6,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,56.4,2.9,24075,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,105464,24108417,3.5,6,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-7.1,D,-53.5,1,-15,-13.5,42.9,-3.5,9615,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,80303,21970064,West,5,-6.4,0.5,3,,New Mexico,,New Mexico,D,187063,48691494,-56.4,D,1948
WY,Hex,3,7,% shift to the left,,,ü,Harry S Truman,A,    ,Left,0,,51.6,2.8,2935,3,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,52354,24108417,3,3,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",2.400000000,R,51.2,1,-5,-4.3,47.3,-3.900000000,-3974,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,47947,21970064,West,3,-6.7,0.5,3,,Wyoming,,Wyoming,D,101425,48691494,-51.6,D,1948
