Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
CT,Hex,8,2,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,52.3,-1.1,17525,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,435146,25612610,11,3,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-7.1,D,-53.4,1,-10,-5.4,46.9,0.600000000,28708,,99,THOMAS E. DEWEY, ,45.9%,390527,22014160,Northeast,3,1.7,-0.5,10,,Connecticut,,Connecticut,D,831990,47976670,-52.3,D,1944
DE,Hex,3,1,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,54.4,-0.300000000,-6433,3,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,68166,25612610,9.5,4,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-9.6,D,-54.7,1,-10,-9.1,45.3,0.200000000,-4693,,99,THOMAS E. DEWEY, ,45.9%,56747,22014160,Northeast,5,0.5,-0.5,9,,Delaware,,Delaware,D,125361,47976670,-54.4,D,1944
KY,Hex,11,6,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,54.5,-2.9,-84733,11,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,472589,25612610,6.5,4,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-15.1,D,-57.4,1,-10,-9.3,45.2,2.900000000,-17936,,99,THOMAS E. DEWEY, ,45.9%,392448,22014160,South,4,5.8,-0.5,6,,Kentucky,,Kentucky,D,867924,47976670,-54.5,D,1944
WV,Hex,8,4,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,54.9,-2.2,-102885,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,392777,25612610,7.5,4,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-14.2,D,-57.1,1,-10,-9.8,45.1,2.2,-49595,,99,THOMAS E. DEWEY, ,45.9%,322819,22014160,South,4,4.4,-0.5,7,,West Virginia,,West Virginia,D,715596,47976670,-54.9,D,1944
MD,Hex,8,14,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,51.9,-6.4,-69056,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,315490,25612610,8.5,4,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-17.5,D,-58.3,1,-5,-3.8,48.1,7.3,23415,,99,THOMAS E. DEWEY, ,45.9%,292949,22014160,South,4,13.7,-0.5,9,,Maryland,,Maryland,D,608439,47976670,-51.9,D,1944
VA,Hex,11,12,% shift to the right,,,ü,Franklin D. Roosevelt,C,,Right,0,,62.4,-5.7,6315,11,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,242276,25612610,8,5,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-36.5,D,-68.1,1,-25,-25,37.4,5.8,35880,,99,THOMAS E. DEWEY, ,45.9%,145243,22014160,South,4,11.5,-0.5,8,,Virginia,,Virginia,D,388485,47976670,-62.4,D,1944
AR,Hex,9,17,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,70.0,-8.400000000,-8248,9,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,148965,25612610,6,5,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-57.4,D,-78.4,1,-45,-40.2,29.8,8.8,21429,,99,THOMAS E. DEWEY, ,45.9%,63551,22014160,South,5,17.2,-0.5,5,,Arkansas,,Arkansas,D,212954,47976670,-70,D,1944
TN,Hex,12,14,% shift to the right,,,ü,Franklin D. Roosevelt,C,,Right,0,,60.4,-6.9,-42894,12,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,308707,25612610,7,5,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-34.9,D,-67.3,1,-25,-21.2,39.2,6.8,31158,,99,THOMAS E. DEWEY, ,45.9%,200311,22014160,South,5,13.7,-0.5,6,,Tennessee,,Tennessee,D,510692,47976670,-60.4,D,1944
NC,Hex,14,15,% shift to the right,,,ü,Franklin D. Roosevelt,D,,Right,0,,66.7,-7.3,-81616,14,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,527399,25612610,9,5,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-48,D,-74,1,-35,-33.4,33.3,7.3,49522,,99,THOMAS E. DEWEY, ,45.9%,263155,22014160,South,5,14.6,-0.5,7,,North Carolina,,North Carolina,D,790554,47976670,-66.7,D,1944
SC,Hex,8,8,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,87.6,-8,-4869,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,90601,25612610,8.5,6,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-91.2,D,-95.6,1,-85,-83.2,4.4,0,194,,99,THOMAS E. DEWEY, ,45.9%,4554,22014160,South,5,8.0,-0.5,8,,South Carolina,,South Carolina,D,103382,47976670,-87.6,D,1944
OK,Hex,10,4,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,55.6,-1.8,-72764,10,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,401549,25612610,4.5,6,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-15.2,D,-57.4,1,-15,-11.4,44.2,2,-29448,,99,THOMAS E. DEWEY, ,45.9%,319424,22014160,South,6,3.8,-0.5,4,,Oklahoma,,Oklahoma,D,722636,47976670,-55.6,D,1944
LA,Hex,10,11,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,80.6,-5.300000000,-38187,10,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,281564,25612610,5.5,6,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-71.8,D,-85.9,1,-65,-61.2,19.4,5.3,15304,,99,THOMAS E. DEWEY, ,45.9%,67750,22014160,South,6,10.6,-0.5,5,,Louisiana,,Louisiana,D,349383,47976670,-80.6,D,1944
MS,Hex,9,4,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,93.6,-2.100000000,354,9,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,168621,25612610,6.5,6,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-91.5,D,-95.7,1,-90,-87.2,6.4,2.2,4249,,99,THOMAS E. DEWEY, ,45.9%,11613,22014160,South,6,4.3,-0.5,6,,Mississippi,,Mississippi,D,180234,47976670,-93.6,D,1944
AL,Hex,11,8,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,81.3,-3.900000000,-51808,11,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,198918,25612610,7.5,6,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-70.9,D,-85.2,1,-65,-63.1,18.2,3.9,2356,,99,THOMAS E. DEWEY, ,45.9%,44540,22014160,South,6,7.8,-0.5,7,,Alabama,,Alabama,D,244743,47976670,-81.3,D,1944
GA,Hex,12,5,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,81.7,-3.100000000,2993,12,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,268187,25612610,8,7,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-69.9,D,-84.8,1,-65,-64.5,17.2,2.3,10011,,99,THOMAS E. DEWEY, ,45.9%,56506,22014160,South,6,5.4,-0.5,8,,Georgia,,Georgia,D,328129,47976670,-81.7,D,1944
TX,Hex,23,7,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,71.4,-9.3,-18546,23,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,821605,25612610,4,7,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-61.6,D,-80.7,1,-55,-54.8,16.6,-2.5,-7729,,99,THOMAS E. DEWEY, ,45.9%,191423,22014160,South,7,6.8,-0.5,4,,Texas,,Texas,D,1150334,47976670,-71.4,D,1944
FL,Hex,8,7,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,70.3,-3.7,-19957,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,339377,25612610,8.5,8,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-48,D,-74,1,-45,-40.6,29.7,3.7,17057,,99,THOMAS E. DEWEY, ,45.9%,143215,22014160,South,7,7.4,-0.5,9,,Florida,,Florida,D,482803,47976670,-70.3,D,1944
WA,Hex,8,3,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,56.8,-1.400000000,24629,8,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,486774,25612610,1.5,2,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-17.6,D,-58.2,1,-15,-14.6,42.2,1.6,39566,,99,THOMAS E. DEWEY, ,45.9%,361689,22014160,West,2,3.0,-0.5,1,,Washington,,Washington,D,856328,47976670,-56.8,D,1944
MT,Hex,4,9,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,54.3,-4.5,-33142,4,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,112556,25612610,2.5,2,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-18.6,D,-58.8,1,-10,-9.4,44.9,4.7,-6416,,99,THOMAS E. DEWEY, ,45.9%,93163,22014160,West,2,9.2,-0.5,3,,Montana,,Montana,D,207355,47976670,-54.3,D,1944
ID,Hex,4,6,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,51.6,-2.8,-20443,4,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,107399,25612610,2,3,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-9.1,D,-54.4,1,-5,-3.5,48.1,2.8,-6416,,99,THOMAS E. DEWEY, ,45.9%,100137,22014160,West,2,5.6,-0.5,2,,Idaho,,Idaho,D,208321,47976670,-51.6,D,1944
OR,Hex,6,3,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,51.8,-1.900000000,-9780,6,432,FRANKLIN D. ROOSEVELT,Thomas E. Dewey,53.4%,248635,25612610,1.5,4,,,,,,,,,,,,,"The United States presidential election of 1944 took place while the United States was preoccupied with fighting World War II. President Franklin D. Roosevelt (FDR) had been in office longer than any other president, but remained popular. Unlike 1940, there was little doubt that Roosevelt would run for another term as the Democratic candidate. His Republican opponent in 1944 was New York Governor Thomas E. Dewey. Dewey ran an energetic campaign, but there was little doubt, in the midst of a world war, that FDR would win a record fourth term.",-8.1,D,-53.7,1,-5,-4.9,46.9,1.3,5810,,99,THOMAS E. DEWEY, ,45.9%,225365,22014160,West,3,3.2,-0.5,1,,Oregon,,Oregon,D,480147,47976670,-51.8,D,1944
