Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
NJ,Hex,16,16,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,51.5,-8,-67042,16,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,1016808,27243218,10,3,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-19.9,D,-59.5,1,-5,-3.6,47.9,8.3,225153,,82,WENDELL WILLKIE, ,44.8%,945475,22334940,Northeast,3,16.3,-0.5,9,,New Jersey,,New Jersey,D,1972552,49817149,-51.5,D,1940
CT,Hex,8,8,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,53.4,-1.9,35492,8,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,417621,27243218,11,3,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-15,D,-55.3,1,-10,-7.1,46.3,6,83134,,82,WENDELL WILLKIE, ,44.8%,361819,22334940,Northeast,3,7.9,-0.5,10,,Connecticut,,Connecticut,D,781502,49817149,-53.4,D,1940
DE,Hex,3,3,% shift to the right,,,ü,Franklin D. Roosevelt,A,,Right,0,,54.7,0.100000000,4897,3,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,74599,27243218,9.5,4,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-12.3,D,-54.6,1,-10,-9.6,45.1,2.8,7426,,82,WENDELL WILLKIE, ,44.8%,61440,22334940,Northeast,5,2.7,-0.5,9,,Delaware,,Delaware,D,136374,49817149,-54.7,D,1940
KY,Hex,11,4,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,57.4,-1.1,15378,11,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,557322,27243218,6.5,4,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-18.6,D,-58.5,1,-20,-15.1,42.3,2.4,40682,,82,WENDELL WILLKIE, ,44.8%,410384,22334940,South,4,3.5,-0.5,6,,Kentucky,,Kentucky,D,970163,49817149,-57.4,D,1940
WV,Hex,8,7,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,57.1,-3.5,-6920,8,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,495662,27243218,7.5,4,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-21.4,D,-60.6,1,-15,-14.2,42.9,3.7,47056,,82,WENDELL WILLKIE, ,44.8%,372414,22334940,South,4,7.2,-0.5,7,,West Virginia,,West Virginia,D,868076,49817149,-57.1,D,1940
MD,Hex,8,8,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,58.3,-4,-5066,8,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,384546,27243218,8.5,4,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-25.3,D,-62.3,1,-20,-17.5,40.8,3.8,38099,,82,WENDELL WILLKIE, ,44.8%,269534,22334940,South,4,7.8,-0.5,9,,Maryland,,Maryland,D,660104,49817149,-58.3,D,1940
VA,Hex,11,4,% shift to the right,,,ü,Franklin D. Roosevelt,D,,Right,0,,68.1,-2.100000000,981,11,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,235961,27243218,8,5,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-40.8,D,-70.2,1,-40,-36.5,31.6,2.2,11027,,82,WENDELL WILLKIE, ,44.8%,109363,22334940,South,4,4.3,-0.5,8,,Virginia,,Virginia,D,346608,49817149,-68.1,D,1940
AR,Hex,9,6,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,78.4,-3.400000000,10448,9,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,157213,27243218,6,5,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-63.9,D,-81.8,1,-60,-57.4,21.0,3.1,10073,,82,WENDELL WILLKIE, ,44.8%,42122,22334940,South,5,6.5,-0.5,5,,Arkansas,,Arkansas,D,200429,49817149,-78.4,D,1940
TN,Hex,11,3,% shift to the right,,,ü,Franklin D. Roosevelt,D,,Right,0,,67.3,-1.5,24518,11,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,351601,27243218,7,5,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-38,D,-68.8,1,-35,-34.9,32.4,1.6,22637,,82,WENDELL WILLKIE, ,44.8%,169153,22334940,South,5,3.1,-0.5,6,,Tennessee,,Tennessee,D,522823,49817149,-67.3,D,1940
NC,Hex,13,1,% shift to the left,,,ü,Franklin D. Roosevelt,E,,Left,0,,74.0,0.600000000,-7126,13,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,609015,27243218,9,5,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-46.8,D,-73.4,1,-50,-48,26.0,-0.600000000,-9661,,82,WENDELL WILLKIE, ,44.8%,213633,22334940,South,5,-1.2,0.5,7,,North Carolina,,North Carolina,D,822648,49817149,-74,D,1940
SC,Hex,8,6,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,95.6,-3,-18321,8,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,95470,27243218,8.5,6,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-97.2,D,-98.6,1,-95,-91.2,4.4,3,2714,,82,WENDELL WILLKIE, ,44.8%,4360,22334940,South,5,6.0,-0.5,8,,South Carolina,,South Carolina,D,99830,49817149,-95.6,D,1940
OK,Hex,11,19,% shift to the right,,,ü,Franklin D. Roosevelt,B,,Right,0,,57.4,-9.4,-26756,11,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,474313,27243218,4.5,6,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-34.1,D,-66.8,1,-20,-15.2,42.2,9.5,103750,,82,WENDELL WILLKIE, ,44.8%,348872,22334940,South,6,18.9,-0.5,4,,Oklahoma,,Oklahoma,D,826212,49817149,-57.4,D,1940
LA,Hex,10,6,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,85.9,-2.900000000,26857,10,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,319751,27243218,5.5,6,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-77.6,D,-88.8,1,-75,-71.8,14.1,2.9,15655,,82,WENDELL WILLKIE, ,44.8%,52446,22334940,South,6,5.8,-0.5,5,,Louisiana,,Louisiana,D,372305,49817149,-85.9,D,1940
MS,Hex,9,3,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,95.7,-1.3,10934,9,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,168267,27243218,6.5,6,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-94.2,D,-97,1,-95,-91.5,4.2,1.4,2897,,82,WENDELL WILLKIE, ,44.8%,7364,22334940,South,6,2.7,-0.5,6,,Mississippi,,Mississippi,D,175824,49817149,-95.7,D,1940
AL,Hex,11,3,% shift to the right,,,ü,Franklin D. Roosevelt,E,,Right,0,,85.2,-1.2,12530,11,449,FRANKLIN D. ROOSEVELT,Wendell Willkie,54.7%,250726,27243218,7.5,6,,,,,,,,,,,,,"The election of 1940 was fought in the shadow of World War II as the United States was emerging from the Great Depression. Incumbent President Franklin D. Roosevelt (FDR), a Democrat, broke with tradition and ran for a third term, which became a major issue. The Republican candidate was maverick businessman Wendell Willkie, a dark horse who crusaded against Roosevelt's failure to end the Depression and eagerness for war. Roosevelt, aware of strong isolationist sentiment in the U.S., promised there would be no foreign wars if he were reelected. Willkie conducted an energetic campaign and managed to revive Republican strength in areas of the Midwest and Northeast. However, Roosevelt won a comfortable victory by building strong support from labor unions, big-city political machines, ethnic voters, and the traditionally Democratic Solid South.",-73.6,D,-86.4,1,-75,-70.9,14.3,1.5,6826,,82,WENDELL WILLKIE, ,44.8%,42184,22334940,South,6,2.7,-0.5,7,,Alabama,,Alabama,D,294219,49817149,-85.2,D,1940
