Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
NE,Hex,5,29,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,52.6,14.7,74765,5,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,307307,43340299,4.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",24.2,R,62.1,1,-10,-5.2,47.4,-14.7,-103706,,52,BARRY M. GOLDWATER, ,38.5%,276847,27178188,Midwest,4,-29.4,0.5,4,,Nebraska,,Nebraska,D,584154,70644592,-52.6,D,1964
KS,Hex,7,30,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,54.1,15,100815,7,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,464028,43340299,5,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",21.3,R,60.4,1,-10,-9,45.1,-15.3,-174895,,52,BARRY M. GOLDWATER, ,38.5%,386579,27178188,Midwest,5,-30.3,0.5,4,,Kansas,,Kansas,D,857901,70644592,-54.1,D,1964
DC,Hex,3,71,% shift to the left,,,ü,Lyndon B. Johnson,E,,Left,0,,85.5,85.5,169796,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,169796,43340299,12,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",0,,0,1,-75,-71,14.5,14.5,28801,,52,BARRY M. GOLDWATER, ,38.5%,28801,27178188,Northeast,4,-71.0,0.5,10,,Dist. of Col.,,Dist. of Col.,D,198597,70644592,-85.5,D,1964
NY,Hex,43,32,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,68.6,16.1,1083017,43,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,4913102,43340299,9.5,2,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-5.2,D,-52.5,1,-40,-37.3,31.3,-16,-1202860,,52,BARRY M. GOLDWATER, ,38.5%,2243559,27178188,Northeast,2,-32.1,0.5,9,,New York,,New York,D,7166275,70644592,-68.6,D,1964
RI,Hex,4,35,% shift to the left,,,ü,Lyndon B. Johnson,E,,Left,0,,80.9,17.3,57431,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,315463,43340299,11.5,2,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-27.2,D,-63.6,1,-65,-61.8,19.1,-17.3,-72887,,52,BARRY M. GOLDWATER, ,38.5%,74615,27178188,Northeast,2,-34.6,0.5,10,,Rhode Island,,Rhode Island,D,390091,70644592,-80.9,D,1964
MA,Hex,14,32,% shift to the left,,,ü,Lyndon B. Johnson,E,,Left,0,,76.2,16,299248,14,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,1786422,43340299,10.5,2,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-20.6,D,-60.2,1,-55,-52.8,23.4,-16.2,-427023,,52,BARRY M. GOLDWATER, ,38.5%,549727,27178188,Northeast,2,-32.2,0.5,11,,Massachusetts,,Massachusetts,D,2344798,70644592,-76.2,D,1964
PA,Hex,29,28,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,64.9,13.8,574672,29,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,3130954,43340299,9,3,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-2.4,D,-51.1,1,-35,-30.2,34.7,-14,-766299,,52,BARRY M. GOLDWATER, ,38.5%,1673657,27178188,Northeast,3,-27.8,0.5,8,,Pennsylvania,,Pennsylvania,D,4822690,70644592,-64.9,D,1964
NJ,Hex,17,31,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,65.6,15.6,482816,17,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,1868231,43340299,10,3,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-0.800000000,D,-50,1,-35,-31.7,33.9,-15.3,-399150,,52,BARRY M. GOLDWATER, ,38.5%,964174,27178188,Northeast,3,-30.9,0.5,9,,New Jersey,,New Jersey,D,2847663,70644592,-65.6,D,1964
CT,Hex,8,28,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,67.8,14.1,169214,8,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,826269,43340299,11,3,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-7.400000000,D,-53.7,1,-40,-35.7,32.1,-14.2,-174817,,52,BARRY M. GOLDWATER, ,38.5%,390996,27178188,Northeast,3,-28.3,0.5,10,,Connecticut,,Connecticut,D,1218578,70644592,-67.8,D,1964
DE,Hex,3,21,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,60.9,10.3,23114,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,122704,43340299,9.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-1.6,D,-50.6,1,-25,-22.1,38.8,-10.2,-18295,,52,BARRY M. GOLDWATER, ,38.5%,78078,27178188,Northeast,5,-20.5,0.5,9,,Delaware,,Delaware,D,201320,70644592,-60.9,D,1964
ME,Hex,4,52,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,68.8,25.8,81105,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,262264,43340299,11.5,0,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",14,R,57,1,-40,-37.6,31.2,-25.8,-121907,,52,BARRY M. GOLDWATER, ,38.5%,118701,27178188,Northeast,0,-51.6,0.5,11,,Maine,,Maine,D,380965,70644592,-68.8,D,1964
VT,Hex,3,50,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,66.3,25,38941,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,108127,43340299,10,1,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",17.3,R,58.6,1,-35,-32.6,33.7,-24.9,-43189,,52,BARRY M. GOLDWATER, ,38.5%,54942,27178188,Northeast,1,-49.9,0.5,10,,Vermont,,Vermont,D,163089,70644592,-66.3,D,1964
NH,Hex,4,35,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,63.9,17.3,46292,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,184064,43340299,11,1,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",6.8,R,53.4,1,-30,-27.8,36.1,-17.3,-53960,,52,BARRY M. GOLDWATER, ,38.5%,104029,27178188,Northeast,1,-34.6,0.5,11,,New Hampshire,,New Hampshire,D,288093,70644592,-63.9,D,1964
WV,Hex,7,30,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,67.9,15.2,96301,7,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,538087,43340299,7.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-5.400000000,D,-52.7,1,-40,-35.8,32.1,-15.2,-142042,,52,BARRY M. GOLDWATER, ,38.5%,253953,27178188,South,4,-30.4,0.5,7,,West Virginia,,West Virginia,D,792040,70644592,-67.9,D,1964
MD,Hex,10,24,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,65.5,11.9,165104,10,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,730912,43340299,8.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-7.2,D,-53.6,1,-35,-31,34.5,-11.9,-104043,,52,BARRY M. GOLDWATER, ,38.5%,385495,27178188,South,4,-23.8,0.5,9,,Maryland,,Maryland,D,1116457,70644592,-65.5,D,1964
