Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
DE,Hex,3,12,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,50.6,6,20169,3,311,JOHN F. KENNEDY,Richard Nixon,49.7%,99590,34226731,9.5,4,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",10.5,R,55.1,1,-5,-1.6,49.0,-6.1,-1684,,219,RICHARD NIXON, ,49.5%,96373,34108157,Northeast,5,-12.1,0.5,9,,Delaware,,Delaware,D,196683,68838219,-50.6,D,1960
AR,Hex,8,0,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,50.2,-2.3,1772,8,311,JOHN F. KENNEDY,Richard Nixon,49.7%,215049,34226731,6,5,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-6.7,D,-52.5,1,-10,-7.1,43.1,-2.7,-1779,,219,RICHARD NIXON, ,49.5%,184508,34108157,South,5,-0.4,0.5,5,,Arkansas,,Arkansas,D,428509,68838219,-50.2,D,1960
NC,Hex,14,3,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,52.1,1.4,122606,14,311,JOHN F. KENNEDY,Richard Nixon,49.7%,713136,34226731,9,5,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-1.400000000,D,-50.7,1,-5,-4.2,47.9,-1.4,80358,,219,RICHARD NIXON, ,49.5%,655420,34108157,South,5,-2.8,0.5,7,,North Carolina,,North Carolina,D,1368556,68838219,-52.1,D,1960
SC,Hex,8,18,% shift to the right,,,ü,John F. Kennedy,A,,Right,0,,51.2,5.8,61757,8,311,JOHN F. KENNEDY,Richard Nixon,49.7%,198129,34226731,8.5,6,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-20.2,D,-45.4,1,-5,-2.400000000,48.8,23.6,112858,,219,RICHARD NIXON, ,49.5%,188558,34108157,South,5,17.8,-0.5,8,,South Carolina,,South Carolina,D,386688,68838219,-51.2,D,1960
MS,Hex,8,22,% shift to the right,,,ü,John F. Kennedy,B,,Right,0,,36.3,-21.9,-36091,8,311,JOHN F. KENNEDY,Richard Nixon,49.7%,108362,34226731,6.5,6,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-33.7,D,-58.2,1,-15,-11.6,24.7,0.200000000,12876,,219,RICHARD NIXON, ,49.5%,73561,34108157,South,6,22.1,-0.5,6,,Mississippi,,Mississippi,D,298171,68838219,-36.3,D,1960
AL,Hex,5,2,% shift to the right,,,ü,John F. Kennedy,B,,Right,0,,56.8,0.300000000,43206,5,311,JOHN F. KENNEDY,Richard Nixon,49.7%,324050,34226731,7.5,6,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-17.1,D,-56.5,1,-20,-15.1,41.7,2.3,42287,,219,RICHARD NIXON, ,49.5%,237981,34108157,South,6,2.0,-0.5,7,,Alabama,,Alabama,D,570225,68838219,-56.8,D,1960
GA,Hex,12,8,% shift to the right,,,ü,John F. Kennedy,C,,Right,0,,62.5,-3.900000000,13950,12,311,JOHN F. KENNEDY,Richard Nixon,49.7%,458638,34226731,8,7,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",-33.1,D,-66.4,1,-30,-25.1,37.4,4.1,51694,,219,RICHARD NIXON, ,49.5%,274472,34108157,South,6,8.0,-0.5,8,,Georgia,,Georgia,D,733349,68838219,-62.5,D,1960
WV,Hex,8,14,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,52.7,6.8,60252,8,311,JOHN F. KENNEDY,Richard Nixon,49.7%,441786,34226731,7.5,4,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",8.2,R,54.1,1,-10,-5.400000000,47.3,-6.8,-53302,,219,RICHARD NIXON, ,49.5%,395995,34108157,South,4,-13.6,0.5,7,,West Virginia,,West Virginia,D,837781,68838219,-52.7,D,1960
MD,Hex,9,27,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,53.6,13.7,193195,9,311,JOHN F. KENNEDY,Richard Nixon,49.7%,565808,34226731,8.5,4,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",20.1,R,60,1,-10,-7.2,46.4,-13.6,-70200,,219,RICHARD NIXON, ,49.5%,489538,34108157,South,4,-27.3,0.5,9,,Maryland,,Maryland,D,1055349,68838219,-53.6,D,1960
LA,Hex,10,36,% shift to the left,,,ü,John F. Kennedy,C,,Left,0,,50.4,10.9,163362,10,311,JOHN F. KENNEDY,Richard Nixon,49.7%,407339,34226731,5.5,6,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",13.8,R,53.3,1,-25,-21.8,28.6,-24.7,-98067,,219,RICHARD NIXON, ,49.5%,230980,34108157,South,6,-35.6,0.5,5,,Louisiana,,Louisiana,D,807891,68838219,-50.4,D,1960
TX,Hex,24,13,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,50.5,6.5,307609,24,311,JOHN F. KENNEDY,Richard Nixon,49.7%,1167567,34226731,4,7,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",11.3,R,55.3,1,-5,-2,48.5,-6.8,40691,,219,RICHARD NIXON, ,49.5%,1121310,34108157,South,7,-13.3,0.5,4,,Texas,,Texas,D,2311084,68838219,-50.5,D,1960
HI,Hex,3,0,% shift to the right,,,ü,John F. Kennedy,A,,Same,0,,50.0,50,92410,3,311,JOHN F. KENNEDY,Richard Nixon,49.7%,92410,34226731,-0.5,5,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",0,,0,1,0,0,50.0,50,92295,,219,RICHARD NIXON, ,49.5%,92295,34108157,West,7,0.0,-0.5,1,,Hawaii,,Hawaii,D,184705,68838219,-50,D,1960
NV,Hex,3,18,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,51.2,9.2,14240,3,311,JOHN F. KENNEDY,Richard Nixon,49.7%,54880,34226731,2.5,4,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",16,R,58,1,-5,-2.400000000,48.8,-9.2,-3662,,219,RICHARD NIXON, ,49.5%,52387,34108157,West,3,-18.4,0.5,2,,Nevada,,Nevada,D,107267,68838219,-51.2,D,1960
NM,Hex,4,17,% shift to the left,,,ü,John F. Kennedy,A,,Left,0,,50.2,8.400000000,49929,4,311,JOHN F. KENNEDY,Richard Nixon,49.7%,156027,34226731,3.5,6,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",16,R,57.8,1,-5,-0.800000000,49.4,-8.4,6945,,219,RICHARD NIXON, ,49.5%,153733,34108157,West,5,-16.8,0.5,3,,New Mexico,,New Mexico,D,311107,68838219,-50.2,D,1960
ND,Hex,4,13,% shift to the left,,,ü,John F. Kennedy,G,,Left,0,,44.5,6.4,27221,,311,JOHN F. KENNEDY,Richard Nixon,49.7%,123963,34226731,3.5,2,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",23.6,R,61.7,1,10,10.9,55.4,-6.3,-2456,4,219,RICHARD NIXON, ,49.5%,154310,34108157,Midwest,2,-12.7,0.5,4,North Dakota,,,North Dakota,R,278431,68838219,55.4,D,1960
WI,Hex,12,20,% shift to the left,,,ü,John F. Kennedy,F,,Left,0,,48.0,10.2,244037,,311,JOHN F. KENNEDY,Richard Nixon,49.7%,830805,34226731,5.5,2,,,,,,,,,,,,,"The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.",23.8,R,61.6,1,0,3.8,51.8,-9.8,-59669,12,219,RICHARD NIXON, ,49.5%,895175,34108157,Midwest,2,-20.0,0.5,7,Wisconsin,,,Wisconsin,R,1729082,68838219,51.8,D,1960
