Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
MI,Hex,20,0,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,44.1,0.100000000,129241,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,1359898,26022752,7.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",11.4,R,55.4,1,10,11.5,55.6,0.200000000,162118,20,457,DWIGHT D. EISENHOWER, ,57.4%,1713647,35590472,Midwest,2,0.1,-0.5,8,Michigan,,,Michigan,R,3080468,62026908,55.6,R,1956
IL,Hex,27,9,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,40.3,-4.6,-238238,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,1775682,26022752,6,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",9.9,R,54.8,1,15,19.2,59.5,4.7,166000,27,457,DWIGHT D. EISENHOWER, ,57.4%,2623327,35590472,Midwest,2,9.3,-0.5,6,Illinois,,,Illinois,R,4407407,62026908,59.5,R,1956
SD,Hex,4,22,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,41.6,10.9,31862,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,122288,26022752,4,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",38.6,R,69.3,1,15,16.8,58.4,-10.9,-32288,4,457,DWIGHT D. EISENHOWER, ,57.4%,171569,35590472,Midwest,3,-21.8,0.5,4,South Dakota,,,South Dakota,R,293857,62026908,58.4,R,1956
IA,Hex,10,10,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,40.7,5.1,50345,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,501858,26022752,5,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",28.2,R,63.8,1,15,18.4,59.1,-4.7,-79719,10,457,DWIGHT D. EISENHOWER, ,57.4%,729187,35590472,Midwest,3,-9.8,0.5,5,Iowa,,,Iowa,R,1234564,62026908,59.1,R,1956
IN,Hex,13,3,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,39.7,-1.3,-17622,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,783908,26022752,7,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",17.1,R,58.1,1,20,20.2,59.9,1.8,46552,13,457,DWIGHT D. EISENHOWER, ,57.4%,1182811,35590472,Midwest,3,3.1,-0.5,6,Indiana,,,Indiana,R,1974607,62026908,59.9,R,1956
OH,Hex,25,9,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,38.9,-4.3,-160712,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,1439655,26022752,8,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",13.6,R,56.8,1,20,22.2,61.1,4.3,162219,25,457,DWIGHT D. EISENHOWER, ,57.4%,2262610,35590472,Midwest,3,8.6,-0.5,7,Ohio,,,Ohio,R,3702265,62026908,61.1,R,1956
NE,Hex,6,7,% shift to the left,,,,Adlai E. Stevenson,I,,Left,0,ü,34.5,3.7,10972,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,199029,26022752,4.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",38.4,R,69.2,1,30,31,65.5,-3.7,-43495,6,457,DWIGHT D. EISENHOWER, ,57.4%,378108,35590472,Midwest,4,-7.4,0.5,4,Nebraska,,,Nebraska,R,577137,62026908,65.5,R,1956
KS,Hex,8,7,% shift to the left,,,,Adlai E. Stevenson,I,,Left,0,ü,34.2,3.7,23021,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,296317,26022752,5,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",38.3,R,68.8,1,30,31.2,65.4,-3.400000000,-49424,8,457,DWIGHT D. EISENHOWER, ,57.4%,566878,35590472,Midwest,5,-7.1,0.5,4,Kansas,,,Kansas,R,866243,62026908,65.4,R,1956
ME,Hex,5,10,% shift to the right,,,,Adlai E. Stevenson,J,,Right,0,ü,29.1,-4.7,-16338,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,102468,26022752,11.5,0,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",32.2,R,66,1,40,41.8,70.9,4.900000000,16885,5,457,DWIGHT D. EISENHOWER, ,57.4%,249238,35590472,Northeast,0,9.6,-0.5,11,Maine,,,Maine,R,351706,62026908,70.9,R,1956
VT,Hex,3,1,% shift to the right,,,,Adlai E. Stevenson,J,,Right,0,ü,27.8,-0.400000000,-806,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,42549,26022752,10,1,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",43.3,R,71.5,1,40,44.4,72.2,0.700000000,673,3,457,DWIGHT D. EISENHOWER, ,57.4%,110390,35590472,Northeast,1,1.1,-0.5,10,Vermont,,,Vermont,R,152978,62026908,72.2,R,1956
NH,Hex,4,11,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,33.8,-5.3,-16299,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,90364,26022752,11,1,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",21.8,R,60.9,1,30,32.3,66.1,5.2,10232,4,457,DWIGHT D. EISENHOWER, ,57.4%,176519,35590472,Northeast,1,10.5,-0.5,11,New Hampshire,,,New Hampshire,R,266994,62026908,66.1,R,1956
NY,Hex,45,11,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,38.7,-4.9,-356657,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,2747944,26022752,9.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",11.9,R,55.5,1,20,22.5,61.2,5.7,392693,45,457,DWIGHT D. EISENHOWER, ,57.4%,4345506,35590472,Northeast,2,10.6,-0.5,9,New York,,,New York,R,7095971,62026908,61.2,R,1956
RI,Hex,4,15,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,41.7,-7.3,-41503,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,161790,26022752,11.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",1.9,R,50.9,1,15,16.6,58.3,7.4,14884,4,457,DWIGHT D. EISENHOWER, ,57.4%,225819,35590472,Northeast,2,14.7,-0.5,10,Rhode Island,,,Rhode Island,R,387609,62026908,58.3,R,1956
MA,Hex,16,10,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,40.4,-5.1,-135335,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,948190,26022752,10.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",8.7,R,54.2,1,15,18.9,59.3,5.100000000,100872,16,457,DWIGHT D. EISENHOWER, ,57.4%,1393197,35590472,Northeast,2,10.2,-0.5,11,Massachusetts,,,Massachusetts,R,2348506,62026908,59.3,R,1956
PA,Hex,32,7,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,43.3,-3.6,-164500,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,1981769,26022752,9,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",5.8,R,52.7,1,10,13.2,56.5,3.8,169463,32,457,DWIGHT D. EISENHOWER, ,57.4%,2585252,35590472,Northeast,3,7.4,-0.5,8,Pennsylvania,,,Pennsylvania,R,4576503,62026908,56.5,R,1956
